315	1944					
						
0	1	250	1			
0	2	200	2			
0	3	650	3			
0	4	800	4			
0	5	850	5			
0	6	200	6			
0	7	400	7			
0	8	200	8			
0	9	200	9			
0	10	400	10			
0	11	900	11			
12	1	200	12			
12	5	800	13			
13	14	450	14			
13	15	300	15			
13	16	200	16			
13	4	400	17			
17	5	800	18			
17	1	200	19			
17	18	200	20			
17	19	300	21			
17	20	200	22			
17	21	200	23			
22	23	300	24			
22	24	300	25			
22	25	300	26			
22	26	200	27			
22	27	200	28			
28	29	300	29			
28	30	200	30			
28	31	200	31			
28	4	250	32			
28	32	250	33			
28	33	300	34			
28	34	250	35			
35	3	100	36			
36	23	200	37			
36	24	200	38			
36	26	300	39			
36	25	200	40			
36	27	300	41			
37	38	200	42			
37	39	200	43			
40	41	200	44			
40	42	200	45			
40	16	250	46			
40	43	100	47			
40	44	950	48			
45	46	900	49			
45	42	800	50			
45	16	450	51			
45	44	750	52			
47	34	100	53			
48	49	500	54			
48	50	200	55			
51	5	700	56			
51	52	250	57			
51	53	950	58			
51	54	850	59			
51	55	300	60			
51	21	1600	61			
56	57	100	62			
58	8	650	63			
58	59	300	64			
58	3	200	65			
58	60	550	66			
58	61	200	67			
58	62	600	68			
63	15	450	69			
63	64	200	70			
63	65	400	71			
63	66	100	72			
67	68	200	73			
67	69	200	74			
70	32	250	75			
70	4	250	76			
70	34	250	77			
71	72	100	78			
73	74	300	79			
73	75	200	80			
73	76	300	81			
77	78	350	82			
77	79	200	83			
80	81	100	84			
82	83	250	85			
82	84	250	86			
82	85	250	87			
86	4	100	88			
87	74	300	89			
87	75	200	90			
87	76	300	91			
88	68	750	92			
88	23	300	93			
88	24	300	94			
88	25	300	95			
88	89	650	96			
88	26	400	97			
88	27	400	98			
21	1	200	99			
21	2	250	100			
21	90	200	101			
21	91	200	102			
21	92	200	103			
21	18	200	104			
21	93	200	105			
21	53	750	106			
21	94	350	107			
21	17	200	108			
21	95	200	109			
21	96	450	110			
21	97	200	111			
21	98	200	112			
21	51	1600	113			
21	99	600	114			
21	100	200	115			
21	25	400	116			
21	19	200	117			
21	101	250	118			
21	102	200	119			
21	103	200	120			
21	5	900	121			
21	6	550	122			
21	104	200	123			
21	105	300	124			
21	20	300	125			
21	106	350	126			
1	0	250	127			
1	90	200	128			
1	92	200	129			
1	12	200	130			
1	53	750	131			
1	18	200	132			
1	93	200	133			
1	17	200	134			
1	94	250	135			
1	95	300	136			
1	96	250	137			
1	98	200	138			
1	100	300	139			
1	25	700	140			
1	19	200	141			
1	23	400	142			
1	101	250	143			
1	102	200	144			
1	103	200	145			
1	5	900	146			
1	104	200	147			
1	20	200	148			
1	105	200	149			
1	106	250	150			
1	21	200	151			
107	108	200	152			
107	109	200	153			
107	78	300	154			
107	79	250	155			
91	18	200	156			
91	21	200	157			
110	23	300	158			
110	24	300	159			
110	26	200	160			
110	25	300	161			
110	27	200	162			
18	1	200	163			
18	90	200	164			
18	91	200	165			
18	92	200	166			
18	93	200	167			
18	94	250	168			
18	17	200	169			
18	26	600	170			
18	27	400	171			
18	95	300	172			
18	111	100	173			
18	112	100	174			
18	100	300	175			
18	101	250	176			
18	103	200	177			
18	102	200	178			
18	5	800	179			
18	6	250	180			
18	104	200	181			
18	105	200	182			
18	20	200	183			
18	106	250	184			
18	21	200	185			
113	23	300	186			
113	24	300	187			
113	26	200	188			
113	25	300	189			
113	114	500	190			
113	27	200	191			
113	115	1550	192			
33	116	300	193			
33	117	300	194			
33	118	400	195			
33	119	300	196			
33	120	300	197			
33	28	300	198			
33	121	300	199			
33	122	200	200			
123	124	200	201			
123	125	200	202			
123	126	200	203			
123	127	200	204			
123	11	200	205			
123	128	200	206			
129	124	200	207			
129	125	300	208			
129	126	200	209			
129	127	200	210			
129	11	200	211			
129	128	200	212			
112	18	100	213			
118	31	300	214			
118	4	250	215			
118	32	250	216			
118	33	400	217			
118	34	250	218			
38	130	900	219			
38	131	200	220			
38	132	100	221			
38	39	200	222			
38	128	650	223			
38	37	200	224			
38	133	200	225			
38	134	200	226			
38	135	200	227			
38	136	200	228			
38	126	950	229			
137	138	300	230			
137	139	500	231			
137	69	200	232			
137	140	200	233			
137	141	200	234			
137	142	200	235			
137	143	200	236			
137	144	200	237			
137	145	350	238			
137	146	200	239			
137	57	200	240			
137	147	400	241			
137	148	100	242			
137	149	200	243			
137	150	200	244			
137	151	200	245			
131	38	200	246			
131	39	200	247			
69	32	400	248			
69	144	200	249			
69	152	650	250			
69	11	800	251			
69	150	200	252			
69	149	200	253			
69	137	200	254			
69	151	200	255			
69	67	200	256			
69	23	550	257			
69	139	500	258			
69	68	200	259			
69	140	200	260			
69	141	200	261			
69	142	200	262			
69	143	200	263			
69	146	200	264			
69	153	200	265			
69	57	200	266			
3	0	650	267			
3	59	300	268			
3	60	550	269			
3	154	200	270			
3	155	200	271			
3	35	100	272			
3	156	650	273			
3	72	550	274			
3	61	200	275			
3	157	300	276			
3	58	200	277			
3	62	800	278			
127	60	500	279			
127	158	200	280			
127	159	200	281			
127	160	300	282			
127	128	200	283			
127	123	200	284			
127	161	200	285			
127	162	200	286			
127	129	200	287			
127	125	200	288			
127	163	200	289			
127	164	200	290			
127	89	300	291			
127	25	550	292			
127	165	200	293			
127	11	200	294			
127	166	200	295			
127	167	200	296			
127	14	850	297			
127	124	200	298			
127	168	550	299			
127	72	800	300			
127	169	200	301			
127	57	800	302			
127	170	200	303			
127	171	200	304			
127	172	200	305			
127	173	200	306			
127	174	200	307			
175	138	200	308			
175	145	450	309			
176	14	350	310			
176	152	250	311			
176	177	250	312			
176	178	250	313			
176	179	200	314			
83	82	250	315			
83	54	200	316			
180	181	100	317			
20	1	200	318			
20	90	200	319			
20	92	200	320			
20	18	200	321			
20	93	200	322			
20	94	200	323			
20	17	200	324			
20	95	200	325			
20	100	200	326			
20	19	300	327			
20	101	350	328			
20	102	200	329			
20	103	200	330			
20	104	200	331			
20	105	200	332			
20	106	200	333			
20	21	300	334			
182	4	200	335			
182	34	300	336			
60	183	200	337			
60	184	100	338			
60	185	200	339			
60	186	200	340			
60	3	550	341			
60	127	500	342			
60	187	200	343			
60	188	200	344			
60	189	200	345			
60	72	300	346			
60	25	1350	347			
60	58	550	348			
60	190	200	349			
191	23	300	350			
191	24	300	351			
191	25	300	352			
191	26	200	353			
191	27	200	354			
192	23	300	355			
192	24	300	356			
192	25	200	357			
192	26	300	358			
192	27	200	359			
30	116	200	360			
30	119	200	361			
30	120	200	362			
30	28	200	363			
30	122	200	364			
30	121	200	365			
42	41	500	366			
42	45	800	367			
42	193	200	368			
42	40	200	369			
159	139	1300	370			
159	127	200	371			
159	194	500	372			
195	196	300	373			
195	84	300	374			
195	85	300	375			
195	54	300	376			
27	197	900	377			
27	24	200	378			
27	192	200	379			
27	191	200	380			
27	110	200	381			
27	198	200	382			
27	18	400	383			
27	113	200	384			
27	22	200	385			
27	78	450	386			
27	36	300	387			
27	199	200	388			
27	200	650	389			
27	99	200	390			
27	201	300	391			
27	202	100	392			
27	25	200	393			
27	203	450	394			
27	204	300	395			
27	205	200	396			
27	124	550	397			
27	23	200	398			
27	206	300	399			
27	207	200	400			
27	208	300	401			
27	209	300	402			
27	210	200	403			
27	211	200	404			
27	212	200	405			
27	88	400	406			
27	213	350	407			
27	214	200	408			
194	11	400	409			
194	159	500	410			
78	108	300	411			
78	130	1250	412			
78	23	550	413			
78	81	400	414			
78	215	400	415			
78	107	300	416			
78	216	400	417			
78	26	650	418			
78	27	450	419			
78	217	300	420			
78	218	250	421			
78	77	350	422			
78	109	300	423			
78	219	400	424			
160	127	300	425			
160	11	200	426			
79	108	250	427			
79	130	1200	428			
79	23	500	429			
79	81	250	430			
79	215	350	431			
79	107	250	432			
79	216	350	433			
79	217	250	434			
79	77	200	435			
79	218	200	436			
79	109	250	437			
79	219	250	438			
128	178	1150	439			
128	155	350	440			
128	158	200	441			
128	220	100	442			
128	152	850	443			
128	123	200	444			
128	162	200	445			
128	109	600	446			
128	129	200	447			
128	125	200	448			
128	38	650	449			
128	164	200	450			
128	126	200	451			
128	89	300	452			
128	25	750	453			
128	165	200	454			
128	11	200	455			
128	166	200	456			
128	167	200	457			
128	124	200	458			
128	23	550	459			
128	127	200	460			
128	72	500	461			
128	169	200	462			
128	170	200	463			
128	171	200	464			
128	172	200	465			
128	173	200	466			
128	174	200	467			
221	24	200	468			
221	25	200	469			
98	5	1000	470			
98	1	200	471			
98	21	200	472			
163	127	200	473			
163	11	200	474			
99	23	200	475			
99	24	200	476			
99	26	300	477			
99	25	200	478			
99	27	200	479			
99	21	600	480			
9	0	200	481			
9	8	300	482			
126	158	200	483			
126	128	200	484			
126	123	200	485			
126	162	200	486			
126	129	200	487			
126	125	200	488			
126	38	950	489			
126	84	1200	490			
126	89	300	491			
126	164	200	492			
126	25	550	493			
126	11	200	494			
126	165	200	495			
126	166	200	496			
126	167	200	497			
126	124	200	498			
126	222	600	499			
126	85	1100	500			
126	169	200	501			
126	172	200	502			
126	170	200	503			
126	171	300	504			
126	173	200	505			
126	174	200	506			
11	0	900	507			
11	223	750	508			
11	158	200	509			
11	194	400	510			
11	128	200	511			
11	160	200	512			
11	161	200	513			
11	123	200	514			
11	162	200	515			
11	109	600	516			
11	129	200	517			
11	125	200	518			
11	163	200	519			
11	164	200	520			
11	89	400	521			
11	126	200	522			
11	25	750	523			
11	165	200	524			
11	166	200	525			
11	167	200	526			
11	69	800	527			
11	127	200	528			
11	39	650	529			
11	72	500	530			
11	169	200	531			
11	171	200	532			
11	170	200	533			
11	172	200	534			
11	173	200	535			
11	174	200	536			
39	224	850	537			
39	131	200	538			
39	225	750	539			
39	226	100	540			
39	37	200	541			
39	134	200	542			
39	133	200	543			
39	135	200	544			
39	38	200	545			
39	136	200	546			
39	11	650	547			
227	32	200	548			
227	228	200	549			
181	180	100	550			
181	155	300	551			
181	157	200	552			
181	229	100	553			
230	197	100	554			
231	196	200	555			
231	54	200	556			
74	75	200	557			
74	130	200	558			
74	177	600	559			
74	24	900	560			
74	197	200	561			
74	178	600	562			
74	76	200	563			
74	232	300	564			
74	233	300	565			
74	234	300	566			
74	235	200	567			
74	73	300	568			
74	236	300	569			
74	54	650	570			
74	237	200	571			
74	87	300	572			
74	238	300	573			
158	124	200	574			
158	127	200	575			
158	126	200	576			
158	11	200	577			
158	128	200	578			
239	23	200	579			
239	25	200	580			
240	125	100	581			
64	241	600	582			
64	63	200	583			
199	23	200	584			
199	24	200	585			
199	25	200	586			
199	26	500	587			
199	27	200	588			
220	128	100	589			
96	1	250	590			
96	5	750	591			
96	21	450	592			
161	127	200	593			
161	11	200	594			
242	84	450	595			
242	54	250	596			
242	85	250	597			
243	84	350	598			
243	196	250	599			
243	54	250	600			
243	85	250	601			
8	0	200	602			
8	2	200	603			
8	85	500	604			
8	6	200	605			
8	244	100	606			
8	9	300	607			
8	84	600	608			
8	19	250	609			
8	58	650	610			
109	108	200	611			
109	81	200	612			
109	24	550	613			
109	215	200	614			
109	107	200	615			
109	216	300	616			
109	245	200	617			
109	217	200	618			
109	78	300	619			
109	79	250	620			
109	128	600	621			
109	246	100	622			
109	219	200	623			
109	157	650	624			
109	11	600	625			
203	23	350	626			
203	139	700	627			
203	24	350	628			
203	25	350	629			
203	89	600	630			
203	26	650	631			
203	216	700	632			
203	27	450	633			
165	124	300	634			
165	126	200	635			
165	127	200	636			
165	11	200	637			
165	128	200	638			
139	69	500	639			
139	57	500	640			
139	159	1300	641			
139	203	700	642			
139	137	500	643			
247	248	1250	644			
247	249	450	645			
247	62	200	646			
132	38	100	647			
226	39	100	648			
4	152	550	649			
4	116	250	650			
4	250	200	651			
4	0	800	652			
4	117	250	653			
4	118	250	654			
4	251	250	655			
4	252	250	656			
4	253	200	657			
4	57	400	658			
4	147	200	659			
4	178	750	660			
4	70	250	661			
4	119	250	662			
4	13	400	663			
4	254	250	664			
4	120	250	665			
4	86	100	666			
4	255	250	667			
4	28	250	668			
4	256	250	669			
4	257	200	670			
4	182	200	671			
4	32	200	672			
4	258	250	673			
4	115	300	674			
4	121	250	675			
259	14	300	676			
259	152	200	677			
259	177	300	678			
259	178	300	679			
259	179	250	680			
237	75	200	681			
237	74	200	682			
237	76	300	683			
257	4	200	684			
257	32	200	685			
257	76	450	686			
257	34	200	687			
257	228	200	688			
43	40	100	689			
130	74	200	690			
130	225	450	691			
130	197	200	692			
130	38	900	693			
130	78	1250	694			
130	79	1200	695			
130	76	400	696			
260	156	400	697			
260	261	200	698			
95	1	300	699			
95	5	800	700			
95	18	300	701			
